year,meanMaxRH
2014,84.8291100879888
2014,76.4928090689013
2014,75.8036603282123
2014,76.0618664399441
2014,83.7773317220669
2014,83.0213172136871
2014,83.0213172136871
2014,83.0213172136871
2014,83.1932932206704
2014,83.7773317220669
2014,83.7773317220669
2014,83.0213172136871
2014,83.1932932206704
2014,83.0213172136871
2014,83.1932932206704
2014,83.0213172136871
2014,83.1932932206704
2014,78.4184418910615
2014,76.4928090689013
2014,76.7978361824953
2014,78.4234227067038
2014,75.8519637737431
2014,75.8519637737431
2014,80.1756406061453
2014,74.1864009497207
2014,74.1864009497207
2014,74.1864009497207
2014,74.1864009497207
2014,74.1864009497207
2014,78.4184418910615
2014,80.1756406061453
2014,71.5153284916201
2014,80.1756406061453
2014,84.0304024581006
2014,84.0304024581006
2014,84.1499141019554
2014,84.1499141019554
2014,84.1499141019554
2014,80.4506721229051
2014,83.7226558808193
2014,81.5498085027933
2014,84.1499141019554
2014,84.126921773743
2014,85.2633714078212
2014,83.73071249581
2014,84.126921773743
2014,84.1499141019554
2014,84.1499141019554
2014,81.5498085027933
2014,84.1499141019554
2014,84.126921773743
2014,85.2633714078212
2014,80.4506721229051
2014,83.9111275661081
2014,84.126921773743
2014,85.2633714078212
2014,83.7226558808193
2014,81.2849723724397
2014,83.7226558808193
2014,81.2849723724397
2014,83.7226558808193
2014,81.2849723724397
2014,83.7226558808193
2014,81.2849723724397
2014,83.7226558808193
2014,83.7226558808193
2014,81.5498085027933
2014,84.126921773743
2014,83.7226558808193
2014,81.2849723724397
2014,81.5498085027933
2014,83.7226558808193
2014,83.7226558808193
2014,82.835982197393
2014,82.835982197393
2014,82.835982197393
2014,82.835982197393
2014,80.6699645810056
2014,82.9446756163873
2014,79.2439343491621
2014,80.6699645810056
2014,82.9446756163873
2014,79.2439343491621
2014,80.6699645810056
2014,80.6699645810056
2014,82.9446756163873
2014,79.2439343491621
2014,80.9691691247672
2014,80.9691691247672
2014,79.2439343491621
2014,82.9446756163873
2014,80.6699645810056
2014,82.9446756163873
2014,80.6699645810056
2014,82.9446756163873
2014,80.9691691247672
2014,80.9742489180633
2014,80.6699645810056
2014,84.6734526815643
2014,84.6734526815643
2014,83.86318141527
2014,85.3126473687151
2014,84.0658891983239
2014,84.0658891983239
2014,84.0658891983239
2014,81.7510137430168
2014,84.0658891983239
2014,84.3007095726258
2014,83.86318141527
2014,79.1298270949721
2014,79.1298270949721
2014,84.3007095726258
2014,79.1298270949721
2014,84.3007095726258
2014,83.7968694599627
2014,85.3126473687151
2014,79.1298270949721
2014,83.86318141527
2014,83.9111275661081
2014,83.9111275661081
2014,85.2633714078212
2014,83.9111275661081
2014,83.139408763501
2014,83.9111275661081
2014,83.139408763501
2014,83.139408763501
2014,83.139408763501
2014,83.139408763501
2014,83.9111275661081
2014,83.73071249581
2014,83.73071249581
2014,85.2633714078212
2014,83.73071249581
2014,84.0900366424581
2014,83.73071249581
2014,83.4347436536313
2014,83.4347436536313
2014,85.1633777113594
2014,85.2633714078212
2014,85.2633714078212
2014,83.9111275661081
2014,80.6699645810056
2014,85.1325990782123
2014,80.6699645810056
2014,82.9446756163873
2014,80.6699645810056
2014,82.9446756163873
2014,80.6699645810056
2014,85.1325990782123
2014,80.6699645810056
2014,85.1325990782123
2014,80.6699645810056
2014,85.1325990782123
2014,80.6699645810056
2014,85.1325990782123
2014,82.7769549553073
2014,85.1325990782123
2014,82.7769549553073
2014,85.1325990782123
2014,82.0936570726257
2014,82.879549329609
2014,82.0936570726257
2014,82.879549329609
2014,82.7769549553073
2014,82.879549329609
2014,82.7769549553073
2014,84.6576932960894
2014,84.1527162527934
2014,84.1683293324022
2014,84.1527162527934
2014,83.6037459441341
2014,84.4344610740224
2014,84.0900366424581
2014,85.3656040488827
2014,84.808153381285
2014,84.6576932960894
2014,85.1633777113594
2014,84.8413077243949
2014,85.1633777113594
2014,83.8075726256983
2014,85.1633777113594
2014,85.9614537388268
2014,83.9671868547486
2014,83.9671868547486
2014,83.9671868547486
2014,83.9671868547486
2014,85.1633777113594
2014,85.1633777113594
2014,84.8413077243949
2014,84.8413077243949
2014,83.4347436536313
2014,83.1817045512104
2014,86.1511756298882
2014,87.0446129790503
2014,87.7035792625699
2014,86.1511756298882
2014,84.1019131266295
2014,86.1511756298882
2014,84.1019131266295
2014,84.1019131266295
2014,84.1019131266295
2014,86.1511756298882
2014,84.1019131266295
2014,85.9614537388268
2014,85.9614537388268
2014,83.7212853631285
2014,83.7212853631285
2014,84.5401649944134
2014,82.879549329609
2014,82.879549329609
2014,83.7222581750465
2014,84.5401649944134
2014,84.5401649944134
2014,82.879549329609
2014,83.7222581750465
2014,84.5401649944134
2014,84.5401649944134
2014,84.787852825419
2014,84.4011412290503
2014,84.4011412290503
2014,84.4011412290503
2014,83.7222581750465
2014,82.879549329609
2014,84.787852825419
2014,84.787852825419
2014,83.7222581750465
2014,83.7222581750465
2014,82.879549329609
2014,83.7222581750465
2014,84.787852825419
2014,83.7222581750465
2014,83.6872857081005
2014,83.6872857081005
2014,83.7222581750465
2014,83.7222581750465
2014,83.6872857081005
2014,83.6872857081005
2014,83.6872857081005
2014,84.808153381285
2014,83.1817045512104
2014,83.1817045512104
2014,86.1511756298882
2014,84.226789476257
2014,85.3656040488827
2014,85.528747726257
2014,86.1511756298882
2014,85.528747726257
2014,85.528747726257
2014,85.528747726257
2014,84.6157423784916
2014,84.808153381285
2014,85.3656040488827
2014,86.1511756298882
2014,83.1817045512104
2014,83.1817045512104
2014,85.528747726257
2014,85.5076027122904
2014,85.528747726257
2014,83.4988908119181
2014,84.226789476257
2014,83.4988908119181
2014,84.6157423784916
2014,84.226789476257
